participant_id,text_number,background_first,g01q04,g01q05,g01q08,g01q11,g01q12,g01q13,g02q02_sq001,g02q02_sq002,g02q02_sq003,g02q02_sq004,g02q02_sq005,g02q02_sq006._what_is_your_fa..__[faculty_of_law],g02q02_sq007,g02q03,g02q06,g02q07,g02q09._Â __how_accurate.._,g02q10,g02q14,lastpage,survey_number,sv1a_t10_belief,sv1a_t11_belief,sv1a_t12_belief,sv1a_t1_belief,sv1a_t2_belief,sv1a_t3_belief,sv1a_t4_belief,sv1a_t5_belief,sv1a_t6_belief,sv1a_t7_belief,sv1a_t8_belief,sv1a_t9_belief,trustworthy,credible,confident,belief,ai_generated,g02q02_sq006,sv2a_t10_belief,sv2a_t11_belief,sv2a_t12_belief,sv2a_t1_belief,sv2a_t2_belief,sv2a_t3_belief,sv2a_t4_belief,sv2a_t5_belief,sv2a_t6_belief,sv2a_t7_belief,sv2a_t8_belief,sv2a_t9_belief
4_2b,1_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,1.0,1.0,1.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,1_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,3.0,4.0,2.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,1_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,3.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,1_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,1_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,5.0,4.0,3.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,1_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,5.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,1_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,3.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,2_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,5.0,4.0,5.0,True,False,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
2_2b,2_2b,False,Always,Sometimes,Rarely,,Yes,,Yes,No,No,No,No,,Yes,5.0,5.0,2.0,2.0,No,"i have filled in 3's for every question because i cannot judge whether it's ai generated or not. if it is, i would not trust it. so 3 is in the middle. in real life, you would never have an isolated text right",26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,,,,No,,,,,,Yes,Yes,
3_2b,2_2b,False,Often,Rarely,Often,no i have not found non trivial errors,Yes,a lot of things were wrong or incomplete,No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
4_2b,2_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,3.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,2_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,5.0,5.0,5.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,2_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,2_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,5.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,2_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,5.0,5.0,3.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,2_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,2_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,2.0,2.0,1.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,3_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,2.0,True,False,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
2_2b,3_2b,False,Always,Sometimes,Rarely,,Yes,,Yes,No,No,No,No,,Yes,5.0,5.0,2.0,2.0,No,"i have filled in 3's for every question because i cannot judge whether it's ai generated or not. if it is, i would not trust it. so 3 is in the middle. in real life, you would never have an isolated text right",26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,,,,No,,,,,,Yes,Yes,
3_2b,3_2b,False,Often,Rarely,Often,no i have not found non trivial errors,Yes,a lot of things were wrong or incomplete,No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,2.0,True,False,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
4_2b,3_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,3_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,3.0,4.0,2.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,3_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,4.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,3_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,2.0,1.0,2.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,3_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,5.0,4.0,2.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,3_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,4.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,3_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,4.0,5.0,4.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,4_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,4.0,True,False,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
2_2b,4_2b,False,Always,Sometimes,Rarely,,Yes,,Yes,No,No,No,No,,Yes,5.0,5.0,2.0,2.0,No,"i have filled in 3's for every question because i cannot judge whether it's ai generated or not. if it is, i would not trust it. so 3 is in the middle. in real life, you would never have an isolated text right",26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,,,,No,,,,,,Yes,Yes,
3_2b,4_2b,False,Often,Rarely,Often,no i have not found non trivial errors,Yes,a lot of things were wrong or incomplete,No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
4_2b,4_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,4_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,4.0,4.0,3.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,4_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,3.0,4.0,3.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,4_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,2.0,2.0,3.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,4_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,4.0,4.0,2.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,4_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,5.0,4.0,5.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,4_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,5.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,5_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,4.0,3.0,3.0,True,False,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
2_2b,5_2b,False,Always,Sometimes,Rarely,,Yes,,Yes,No,No,No,No,,Yes,5.0,5.0,2.0,2.0,No,"i have filled in 3's for every question because i cannot judge whether it's ai generated or not. if it is, i would not trust it. so 3 is in the middle. in real life, you would never have an isolated text right",26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,,,,No,,,,,,Yes,Yes,
3_2b,5_2b,False,Often,Rarely,Often,no i have not found non trivial errors,Yes,a lot of things were wrong or incomplete,No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
4_2b,5_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,5.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,5_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,4.0,5.0,2.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,5_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,5_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,5.0,4.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,5_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,2.0,3.0,2.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,5_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,2.0,3.0,3.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,5_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,3.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,6_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,5.0,True,False,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
2_2b,6_2b,False,Always,Sometimes,Rarely,,Yes,,Yes,No,No,No,No,,Yes,5.0,5.0,2.0,2.0,No,"i have filled in 3's for every question because i cannot judge whether it's ai generated or not. if it is, i would not trust it. so 3 is in the middle. in real life, you would never have an isolated text right",26.0,2,,,,,,,,,,,,,3.0,3.0,3.0,True,False,No,,,,No,,,,,,Yes,Yes,
3_2b,6_2b,False,Often,Rarely,Often,no i have not found non trivial errors,Yes,a lot of things were wrong or incomplete,No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,2.0,2.0,2.0,True,False,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,No
4_2b,6_2b,False,Sometimes,Sometimes,Sometimes,,Yes,"yes, straight up lies sometimes",No,No,No,No,No,,Yes,5.0,5.0,3.0,3.0,No,,26.0,2,,,,,,,,,,,,,5.0,5.0,5.0,True,False,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes
5_2b,6_2b,False,Often,Sometimes,Sometimes,"I have not, apart from some small errors in a textbook for example.",Yes,"Yes, very often. I feel like usually I know when it's wrong but I doubt that's the case. The other day I was working on an assignment, too tired to focus myself, but ChatGPT answered approximately 70 percent wrong and its answers aren't consistent.",No,No,No,No,No,,Yes,4.0,5.0,3.0,3.0,No,"Nope, good luck with your study!",26.0,2,,,,,,,,,,,,,3.0,4.0,2.0,True,False,Yes,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes
6_2b,6_2b,False,Often,Often,Sometimes,,Yes,,No,No,No,No,No,,Yes,4.0,5.0,3.0,4.0,No,,26.0,2,,,,,,,,,,,,,3.0,2.0,2.0,True,False,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No
7_2b,6_2b,False,Sometimes,Often,Sometimes,,Yes,I find it often makes up fake information and when correcting it it just agrees with me even if my 'correcting' was wrong,No,No,No,No,Yes,,Yes,5.0,5.0,4.0,4.0,No,,26.0,2,,,,,,,,,,,,,4.0,3.0,4.0,True,False,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No
8_2b,6_2b,False,Always,Rarely,Often,I have nothing to add,Yes,I have nothing to add,No,No,No,No,No,,Yes,5.0,4.0,3.0,3.0,Yes,I have nothing to add,26.0,2,,,,,,,,,,,,,4.0,4.0,2.0,True,False,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
9_2b,6_2b,False,Always,Rarely,Always,,Yes,Incorrect answers to mathematical and programming questions,No,No,No,No,No,,Yes,4.0,4.0,2.0,1.0,No,,26.0,2,,,,,,,,,,,,,4.0,3.0,3.0,True,False,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No
10_2b,6_2b,False,Never,Always,Never,,Yes,"Once ChatGPT couldn't seem to do mathematics correctly, which was concerning as it is an AI and should be able to do it easily",No,No,No,No,Yes,,No,5.0,5.0,5.0,5.0,No,,26.0,2,,,,,,,,,,,,,4.0,5.0,5.0,True,False,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No
1_2b,7_2b,False,Often,Sometimes,Sometimes,,Yes,"When I aksed it to solve a maths problem for me, it gave me the wrong solution. ",No,No,No,No,No,,Yes,4.0,5.0,2.0,2.0,No,,26.0,2,,,,,,,,,,,,,4.0,4.0,4.0,True,True,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No
